time,altitude,interior_humidity
1479753438,9.546381351,53.35587831
1479753439,9.847588976,53.35696771
1479753440,9.675479988,53.35302847
1479753441,9.784676854,53.32162686
1479753442,9.339083116,53.2624358
1479753444,9.612068619,53.19786356
1479753445,9.828686115,53.14452693
1479753446,9.728260554,53.10748177
1479753447,9.824658735,53.08716844
1479753448,9.716778882,53.08264321
1479753449,9.697834568,53.06835175
1479753450,9.587037702,53.05362108
1479753451,9.686386282,53.07097926
1479753452,9.644820689,53.09983373
1479753454,9.836065481,53.11763139
1479753455,9.530997682,53.07515102
1479753456,9.645312638,53.04942857
1479753457,9.649323273,53.01345059
1479753458,9.643628338,52.99827679
1479753459,9.74301081,52.99365585
1479753460,9.829236441,52.94594385
1479753461,9.866892109,52.87617516
1479753463,9.382807009,52.81702606
1479753464,9.366423034,52.82493039
1479753465,9.514413363,52.85884981
1479753466,9.675154801,52.88191473
1479753467,9.587104406,52.87896627
1479753468,9.443407093,52.85801144
1479753469,9.70626445,52.84319503
1479753470,9.552192964,52.85556601
1479753472,9.769459598,52.85613961
1479753473,9.732713145,52.83648942
1479753474,9.796125248,52.83793429
1479753475,9.688087265,52.83390416
1479753476,9.66687503,52.84684967
1479753477,9.817421128,52.82052808
1479753478,9.699210364,52.76685004
1479753479,9.539735937,52.71953659
1479753481,9.675263196,52.69783853
1479753482,9.633630943,52.67221836
1479753483,9.870969535,52.62462132
1479753484,9.65831177,52.54276764
1479753485,9.769951553,52.49602724
1479753486,9.605281416,52.47648654
1479753487,9.451411533,52.39484548
1479753488,9.504299359,52.28185132
1479753489,9.345044696,52.16798202
1479753491,9.45212026,52.08674972
1479753492,9.510586216,52.07146501
1479753493,9.625217795,52.10069152
1479753494,9.39673966,52.10270338
1479753495,9.690930575,52.07582552
1479753496,9.762347102,52.00515378
1479753497,9.492951341,51.9740108
1479753498,9.428623908,51.93104828
1479753500,9.243564891,51.94441998
1479753501,9.494001929,51.96243936
1479753502,9.445083022,51.94685366
1479753503,9.695408164,51.92134148
1479753504,9.715586523,51.93340736
1479753505,9.556370325,51.96257086
1479753506,10.00404127,51.96958489
1479753507,9.637608221,51.94856047
1479753509,9.67569678,51.87815429
1479753510,9.823966659,51.75247305
1479753511,9.708198905,51.70492699
1479753512,9.554069024,51.72878616
1479753513,9.802137118,51.76309596
1479753514,9.553243558,51.79805848
1479753515,9.596443049,51.83243872
1479753516,9.711259012,51.8781912
1479753517,9.449485464,51.94104833
1479753519,9.4593326,51.9647156
1479753520,9.469313152,51.93282919
1479753521,9.384449576,51.90678469
1479753522,9.627410716,51.90836007
1479753523,9.621999289,51.89312349
1479753524,9.3579434,51.82812369
1479753525,9.132330953,51.69694655
1479753526,9.262616772,51.61590672
1479753528,9.526103262,51.52391167
1479753529,9.533490752,51.45922478
1479753530,9.499938584,51.44948029
1479753531,9.476592208,51.4343831
1479753532,9.576239906,51.43572091
1479753533,9.409396628,51.44292402
1479753534,9.398857492,51.41694131
1479753535,9.821381799,51.37935973
1479753537,9.393321115,51.33655644
1479753538,9.856794439,51.31036733
1479753539,9.569544445,51.21295177
1479753540,9.592307364,51.17613618
1479753541,9.515288854,51.19908556
1479753542,9.299811813,51.17866477
1479753543,9.471205873,51.14728816
1479753544,9.545272392,51.13230801
1479753546,11.53598523,51.04544488
1479753547,9.665315799,50.95856973
1479753548,9.765065359,50.85517806
1479753549,9.644487164,50.86172546
1479753550,9.698101389,50.88524912
1479753551,9.487731758,50.89256914
1479753552,9.723349365,50.91022985
1479753553,9.866717004,50.9610298
1479753554,9.507767969,50.9844696
1479753556,9.633130656,50.99181546
1479753557,9.963683474,51.03095437
1479753558,9.568760668,51.05519343
1479753559,9.87623934,50.9897934
1479753560,9.717170776,50.95281549
1479753561,9.868284604,50.9649674
1479753562,9.722073624,50.97173908
1479753563,9.760412638,50.96735189
1479753565,9.573163162,50.95793662
1479753566,10.02927331,50.91021116
1479753567,9.883068411,50.85632839
1479753568,9.875305451,50.84082131
1479753569,9.562432086,50.82623808
1479753570,9.685377366,50.80027218
1479753571,9.857061265,50.7628569
1479753572,9.800602882,50.70315973
1479753574,10.00822715,50.51627876
1479753575,9.974815206,50.45181975
1479753576,9.767033178,50.47637447
1479753577,9.895192317,50.57097589
1479753578,9.956695922,50.67118134
1479753579,9.761780104,50.75558754
1479753580,9.89507558,50.79523194
1479753581,10.06170983,50.82380156
1479753582,9.846288204,50.8254081
1479753584,9.748830872,50.83776104
1479753585,9.659062201,50.82246655
1479753586,9.830845726,50.68525594
1479753587,9.766724664,50.49919155
1479753588,9.856460908,50.39576015
1479753589,9.669268075,50.36424685
1479753590,9.725675717,50.38127985
1479753591,9.68977991,50.22180506
1479753593,9.679523987,50.22932379
1479753594,9.8154533,50.19193425
1479753595,9.623124932,50.08247367
1479753596,9.67955734,49.90681973
1479753597,9.638550427,49.9136354
1479753598,9.52060017,49.7548004
1479753599,9.679657398,49.88373718
1479753600,9.666858354,50.06670541
1479753602,9.551459217,49.84641543
1479753603,9.620706884,49.28898873
1479753604,9.751565802,48.97577214
1479753605,9.346395432,48.99980958
1479753606,9.677247674,48.66257065
1479753607,9.620815279,48.12135454
1479753608,9.641402062,47.89080914
1479753609,9.461900694,47.91389921
1479753611,9.533757569,47.89811619
1479753612,9.42347106,47.74365329
1479753613,9.367065052,47.66676955
1479753614,9.400425021,47.6227609
1479753615,9.641552148,47.52917516
1479753616,9.474832894,47.21999209
1479753617,9.574889141,46.77275747
1479753618,9.595409128,46.41914708
1479753619,9.508193208,46.0984012
1479753621,9.656986008,46.04903767
1479753622,9.610851258,45.92249053
1479753623,9.251744272,45.90584896
1479753624,9.405677912,45.9340424
1479753625,9.72374126,45.80685173
1479753626,9.68783712,45.68530308
1479753627,9.58268523,45.69120677
1479753628,9.662222352,45.64724124
1479753630,9.444182522,45.63059827
1479753631,9.441639446,45.5368593
1479753632,9.757102369,45.47536054
1479753633,9.577573996,45.42059056
1479753634,9.944421854,45.42655161
1479753635,9.613511109,45.3656809
1479753636,9.641818967,45.51624496
1479753637,9.593074466,45.62122175
1479753639,9.441864571,46.05422256
1479753640,9.567651707,46.46447051
1479753641,9.390728023,46.75834674
1479753642,9.506183748,46.88566274
1479753643,9.513979786,47.10247691
1479753644,9.437095262,47.16962994
1479753645,9.511536749,47.10936963
1479753646,9.53214833,46.88925555
1479753648,9.781033049,46.85083003
1479753649,9.506642338,46.86868945
1479753650,9.719663891,46.79207733
1479753651,9.360678227,46.79954951
1479753652,9.660754842,46.68243636
1479753653,9.727618514,46.56782395
1479753654,9.401842468,46.68447737
1479753655,9.653383938,46.67985867
1479753656,9.620164908,46.73076386
1479753658,9.366314642,46.80949389
1479753659,9.664040065,46.70522551
1479753660,9.420361009,46.74451092
1479753661,9.597510323,46.64029693
1479753662,9.274306389,46.51942868
1479753663,9.623416766,46.59786204
1479753664,9.359369178,46.73794444
1479753665,9.261908058,46.71615198
1479753667,9.57252947,46.63963263
1479753668,9.429090833,46.58613374
1479753669,9.457456557,46.58149111
1479753670,9.370341845,46.47180056
1479753671,9.355033477,46.31198872
1479753672,9.232008713,46.15809558
1479753673,9.542595882,46.18065784
1479753674,9.419577243,46.11524689
1479753676,9.35817686,46.24912675
1479753677,9.022165415,46.14511773
1479753678,9.445775072,46.24555696
1479753679,9.207303881,46.44587529
1479753680,9.366681509,46.55790125
1479753681,9.756943943,46.58073003
1479753682,9.513312745,46.58175784
1479753683,9.500714018,46.6272162
1479753684,9.482854034,46.52823851
1479753686,9.750098279,46.40799237
1479753687,9.650157085,46.52494126
1479753688,9.311601526,46.70328172
1479753689,9.532598583,46.92569085
1479753690,9.748338918,46.73261686
1479753691,9.918164404,46.76758668
1479753692,10.06955631,46.40770016
1479753693,9.887771218,46.1940102
1479753695,10.16002061,46.32178634
1479753696,10.16033748,46.53335435
1479753697,9.695950144,46.73373515
1479753698,9.63995123,46.768932
1479753699,9.894125012,46.32076126
1479753700,9.89423341,45.76781815
1479753701,9.784001457,45.28692786
1479753702,9.766516208,45.08397389
1479753704,9.771577505,44.80138921
1479753705,9.658611943,44.23111962
1479753706,9.730812038,44.25995364
1479753707,9.777514318,44.54964668
1479753708,9.826860036,45.02777417
1479753709,9.932397952,45.4549726
1479753710,9.634881659,45.62778166
1479753711,9.460474901,45.78346967
1479753713,9.784301634,46.02248267
1479753714,9.777197466,46.29573974
1479753715,9.667225232,46.47438313
1479753716,9.754859392,46.5695627
1479753717,9.480335963,46.65341208
1479753718,9.686161152,46.75431144
1479753719,9.437453794,46.80541964
1479753720,9.861480557,46.85612475
1479753721,9.430533297,46.83560457
1479753723,9.502681786,46.82530338
1479753725,9.649931955,46.86114803
1479753726,9.896968378,46.85700994
1479753727,9.866600268,46.82515154
1479753728,9.81040032,46.80389788
1479753729,9.626043267,46.74467756
1479753731,9.796041865,46.64081564
1479753732,9.75296662,46.59265647
1479753733,9.457998525,46.56617902
1479753734,9.384199439,46.54594128
1479753735,9.543988334,46.51412371
1479753736,9.567534974,46.47096704
1479753737,9.416500545,46.47791075
1479753738,9.596893306,46.51814383
1479753740,9.530639147,46.56385674
1479753741,9.67511311,46.64292224
1479753742,10.05859959,46.72765047
1479753743,9.8510577,46.82875481
1479753744,9.712759883,46.86861619
1479753745,9.720997999,46.90312283
1479753746,9.623491809,46.59881506
1479753747,9.516114317,46.21787976
1479753748,9.457956835,46.30319586
1479753750,9.731128889,46.39367711
1479753751,9.677831344,46.40628055
1479753752,9.790705395,45.72433919
1479753753,9.935483141,45.34943618
1479753754,9.853542508,45.09511556
1479753755,9.921224574,45.12468012
1479753756,9.544288503,45.29275788
1479753757,9.880250064,44.69262895
1479753760,9.975298832,43.59477001
1479753761,9.716061799,43.37915464
1479753762,9.837224501,43.16917709
1479753763,9.673136971,42.95919765
1479753765,9.799127013,42.81509494
1479753766,9.82698511,42.65896951
1479753767,9.917013714,42.54264681
1479753768,9.677956416,42.47596996
1479753769,9.844703932,42.60296553
1479753770,9.685635849,42.69225111
1479753771,9.842552657,42.82012364
1479753772,9.801786912,43.03159973
1479753774,10.025496,43.11501954
1479753775,9.717179114,42.88224902
1479753776,9.846038056,42.84967177
1479753777,9.794724424,42.73335054
1479753778,9.822790965,42.62754807
1479753779,9.709916567,42.37276762
1479753780,9.858537141,42.24985737
1479753781,9.799327131,42.11652533
1479753783,9.830470504,42.13930002
1479753784,9.813377075,42.3685015
1479753785,9.530672499,42.54048202
1479753786,9.926252592,42.60110029
1479753787,9.690897222,42.77517445
1479753788,9.791280733,42.91970205
1479753790,9.649923617,42.96407986
1479753791,9.72726831,42.95899669
1479753792,9.613969704,42.79771557
1479753793,9.714152358,42.63117694
1479753794,10.31430955,42.73343477
1479753795,10.08376505,42.97345162
1479753796,9.860680081,43.00219307
1479753798,9.534299541,42.95792209
1479753799,9.763381041,43.09166341
1479753800,9.697701157,43.35453037
1479753801,9.639042376,43.63829181
1479753802,9.570478307,43.86172584
1479753803,9.58419442,44.05744563
1479753804,9.71045021,44.1855565
1479753805,9.423362667,44.24808
1479753807,9.628994956,44.27575682
1479753808,9.696608859,44.35480945
1479753809,9.514721869,44.36150567
1479753810,9.803596311,44.42417166
1479753811,9.652433392,44.48056403
1479753812,9.676205406,44.4983005
1479753813,9.697292588,44.54912919
1479753814,9.901871311,44.55717726
1479753816,9.838508594,44.58090714
1479753817,9.74597087,44.40898131
1479753818,9.964817493,44.08765816
1479753819,9.473473803,44.185855
1479753820,9.718579928,44.28152326
1479753821,9.693240243,44.23219361
1479753822,9.71436915,44.1443028
1479753823,9.665741044,43.81168567
1479753825,9.784801927,43.6075371
1479753826,9.672178085,43.32527734
1479753827,9.675938586,43.28825162
1479753828,9.630812663,43.51207967
1479753829,9.854843281,43.3459718
1479753830,9.644970775,43.49739761
1479753831,9.720714501,43.63791297
1479753832,9.662405791,43.77796127
1479753833,9.558037934,43.91280173
1479753835,9.561298111,44.03040368
1479753836,9.446417095,44.13715221
1479753837,9.527178867,44.16641399
1479753838,9.905965427,44.19514344
1479753839,9.747738568,44.28022958
1479753840,9.718062961,44.32634392
1479753841,9.803546281,44.26611501
1479753842,9.809849995,44.31217411
1479753844,9.677239336,44.31379913
1479753847,9.880641964,44.25093219
1479753848,9.82736867,44.18532701
1479753849,9.91158546,44.2545019
1479753850,9.876706285,44.27268936
1479753851,10.01917548,44.29061044
1479753852,9.740134134,44.29248259
1479753853,9.753883822,44.30475576
1479753854,10.09485522,44.33420781
1479753855,10.27079855,44.35209416
1479753857,10.13569716,44.37595668
1479753858,9.823416334,44.3836355
1479753859,10.18903873,44.33942762
1479753860,9.973631156,44.10709099
1479753861,10.12625797,43.74694391
1479753862,9.944788742,43.65959152
1479753863,10.13375428,43.62757058
1479753864,10.06486176,43.55049228
1479753868,9.909025593,43.25485514
1479753869,10.02112667,43.17870236
1479753870,9.814102503,43.00254386
1479753872,9.896668199,42.71370414
1479753873,9.789588071,42.57033862
1479753874,9.947231881,42.51543966
1479753875,9.838500256,42.61215784
1479753876,9.942629108,42.60232391
1479753877,9.666024541,42.65950524
1479753878,9.576865261,42.68279452
1479753879,9.645020804,42.69525858
1479753881,9.759403715,42.79656156
1479753882,9.43877119,42.88126005
1479753883,9.817721305,42.90959835
1479753884,9.756527033,42.64333072
1479753885,9.612552228,42.16527388
1479753886,9.845746216,42.08896878
1479753887,9.625801463,41.99596886
1479753888,9.509110388,42.26479581
1479753889,10.0427232,42.46567161
1479753891,9.835381743,42.43914185
1479753892,9.620365022,42.34591511
1479753893,9.852666989,42.34091826
1479753894,9.62998719,42.42574632
1479753900,9.50550837,42.06549628
1479753902,9.625959886,41.90608139
1479753903,9.528796444,41.63408177
1479753904,9.764448332,41.02061301
1479753905,9.572462765,40.76012193
1479753906,9.827343655,40.9572966
1479753907,9.677105926,41.19828739
1479753908,9.799352146,41.2662047
1479753909,9.628461317,41.45148444
1479753911,9.838075004,41.60268895
1479753912,9.861930825,41.35838626
1479753913,9.972922394,40.97446788
1479753914,9.814194224,40.82504062
1479753915,10.22220121,40.75355382
1479753916,9.69551656,40.71028955
1479753917,9.744520024,40.53772029
1479753918,10.09140309,40.77310374
1479753919,9.797175865,40.95869152
1479753921,9.880508552,41.07642139
1479753922,9.930822005,41.21685057
1479753923,9.638508737,41.32945924
1479753924,9.857561562,41.17359929
1479753925,9.778531581,40.77338423
1479753926,9.60169604,40.55142938
1479753931,9.822415743,40.85592775
1479753932,9.915262664,41.0810089
1479753933,9.834364474,41.12691197
1479753934,9.88475275,41.09471437
1479753935,9.721439922,40.73182181
1479753936,9.656627468,40.20225798
1479753937,9.78210868,39.87845574
1479753938,9.834364474,39.71189889
1479753940,9.746721308,39.79758742
1479753941,9.899102988,40.17332862
1479753942,9.681383394,40.50315697
1479753943,9.875864117,40.69358387
1479753944,9.616312708,40.80005365
1479753945,9.660929942,40.87314865
1479753946,9.672319833,40.95204495
1479753947,9.45297907,41.09323475
1479753948,9.727201605,41.18879678
1479753950,9.728143819,41.20629111
1479753951,9.829478251,41.07881995
1479753952,9.671736163,41.15850533
1479753953,9.688028898,41.1313194
1479753954,9.622057656,41.02072774
1479753955,9.86615,41.01103107
1479753956,9.712326298,40.98383946
1479753960,9.723149249,40.42897849
1479753961,9.524060447,40.62003743
1479753962,9.845612804,40.81103002
1479753963,9.658570252,40.97355887
1479753965,9.639367562,41.03040515
1479753966,9.900195308,41.09206657
1479753967,9.716211886,41.19923664
1479753968,9.539644218,41.21698568
1479753969,9.366131208,41.17937071
1479753970,9.775654895,41.23122
1479753971,9.812184705,41.00859076
1479753973,9.998704693,40.49637512
1479753974,9.832871925,40.45309576
1479753975,9.837733135,40.64437232
1479753976,10.11269957,40.72922983
1479753977,10.29493054,40.83644496
1479753978,9.914703996,40.97131154
1479753979,9.997770792,41.08322433
1479753981,10.07192443,41.14600341
1479753982,9.805163901,41.22512186
1479753983,10.11904517,41.25994077
1479753984,9.958622084,41.28932799
1479753985,9.78356787,41.31186164
1479753986,9.87643946,41.33050869
1479753987,10.09679808,41.37037613
1479753988,9.98775638,41.394033
1479753990,9.865674718,41.42316051
1479753991,9.707556866,41.40215551
1479753992,9.950016893,41.32037415
1479753993,9.817454481,41.2489925
1479753994,9.739633842,41.07761802
1479753995,9.565650574,41.00611411
1479753996,9.614386608,40.96311197
1479753997,9.785735809,40.88021281
1479753999,9.679007022,40.74745118
1479754000,9.652858636,40.58162108
1479754001,9.58700435,40.36485822
1479754002,9.67126089,40.28790262
1479754003,9.567101395,40.19413082
1479754004,9.364755456,40.16721391
1479754005,9.591490232,40.12968631
1479754006,9.396806364,40.08597099
1479754008,9.62015657,40.08695351
1479754009,9.562557156,40.10485203
1479754010,9.646004701,40.12776339
1479754011,9.523985405,40.13455256
1479754012,9.461575513,40.14151465
1479754013,9.532556893,40.15354096
1479754014,9.743477749,40.17154672
1479754015,9.683067699,40.21160469
1479754017,9.766833061,40.24587451
1479754018,10.38405426,40.29250442
1479754019,10.73355203,40.38252944
1479754020,10.61984222,40.41198585
1479754021,10.96456954,40.37384682
1479754022,10.95677242,40.32519884
1479754023,10.99391513,40.31070278
1479754025,10.77973344,40.35143179
1479754026,10.8115969,40.41340297
1479754027,10.7240706,40.47657494
1479754028,10.73644565,40.52251291
1479754029,10.73225948,40.51195523
1479754030,10.64637662,40.48520276
1479754031,10.81095479,40.43614716
1479754032,10.79015722,40.35387674
1479754034,10.92923653,40.23238381
1479754035,10.70075484,40.11587726
1479754036,10.82260445,40.08422672
1479754037,10.83982462,40.05733234
1479754038,10.68601157,39.94068543
1479754039,10.89022609,39.86416104
1479754040,10.9380927,39.77560069
1479754041,10.95820675,39.58684576
1479754043,10.97674474,39.50480552
1479754044,11.06134608,39.43330438
1479754045,10.77734848,39.3398177
1479754046,10.80292429,39.26291749
1479754047,10.66985904,39.09036424
1479754048,10.87575774,38.93494799
1479754049,10.8113634,38.76880333
1479754050,10.53280953,38.52447454
1479754051,10.99219725,38.44187521
1479754053,11.2236875,38.44835762
1479754054,10.29584779,38.28166967
1479754055,10.06934785,38.16048307
1479754056,10.13327065,38.16153215
1479754057,9.877698543,38.17976674
1479754058,9.899795069,38.18053749
1479754060,10.26858882,38.1313064
1479754061,10.07529317,38.12731891
1479754062,10.17787342,38.13948666
1479754063,9.978467417,38.12939855
1479754064,9.950900759,38.13121618
1479754065,10.0701817,38.12722765
1479754066,10.16445671,38.0607775
1479754067,10.17589719,38.01795549
1479754069,10.01037012,37.96884942
1479754070,9.905740293,37.93595235
1479754071,10.13041054,37.89807769
1479754072,10.27679402,37.88217237
1479754073,9.89993682,37.83890921
1479754074,10.15596809,37.81237903
1479754075,9.907399619,37.8190134
1479754076,9.967060515,37.88199319
1479754077,9.894475222,37.97270987
1479754079,9.772711503,37.99063796
1479754080,9.932264538,37.98042482
1479754081,10.05100327,37.99285587
1479754082,10.08193893,38.02209232
1479754083,10.21019366,38.04529323
1479754084,10.07677742,38.00788135
1479754085,9.941920348,37.97534512
1479754086,10.65695871,37.93704697
1479754088,11.69869266,37.90479916
1479754089,15.61190777,37.95724211
1479754090,21.16985264,37.99185346
1479754091,27.64718543,38.0376288
1479754092,34.35827629,37.97667424
1479754093,38.77465852,37.85967162
1479754095,44.34746262,37.31183688
1479754096,49.7113456,36.71374129
1479754097,56.48394458,36.46885763
1479754098,62.26550418,36.07162438
1479754099,69.67569377,35.87147126
1479754101,75.53318667,35.83927342
1479754102,81.37895609,35.87439631
1479754103,88.11991243,35.71236234
1479754104,92.21027684,35.45499932
1479754105,97.74315185,35.40678679
1479754106,102.5833735,34.78950485
1479754107,107.0347033,34.43803118
1479754108,113.5719861,34.49479675
1479754110,120.1526638,34.77129379
1479754111,127.7167083,34.8502472
1479754112,135.4334103,34.87380585
1479754113,140.4674377,34.69494609
1479754121,178.375157,33.56242301
