time,pressure,calibrated_pressure,altitude,calibrated_altitude
1479753348,101286.9495,101448.7271,9.454346495847858,-4.025897374856868
1479753349,101287.6635,101449.4423,9.394813601531496,-4.085453310472076
1479753351,101285.0705,101446.8451,9.611018019488256,-3.8691783695612685
1479753352,101284.5294,101446.3031,9.656135518984229,-3.8240441917732824
1479753353,101284.5148,101446.2886,9.657352885376895,-3.822836724924855
1479753354,101285.5987,101447.3742,9.566976324109419,-3.913238132270635
1479753355,101285.3944,101447.1695,9.58401098279137,-3.8961921641239314
1479753356,101282.7723,101444.5433,9.802645751202363,-3.677498332479445
1479753357,101285.1113,101446.8859,9.607616079556465,-3.872575916007918
1479753358,101285.8867,101447.6626,9.542962755600456,-3.9372539971518563
1479753359,101286.6336,101448.4107,9.480686157949094,-3.999550093532889
1479753361,101287.8693,101449.6484,9.377654183314007,-4.102615549280017
1479753362,101282.3949,101444.1652,9.834114326367853,-3.646012105535192
1479753363,101284.7932,101446.5674,9.63413956711156,-3.8460533733450575
1479753364,101285.3791,101447.1542,9.585286707253545,-3.8949180872223224
1479753365,101283.688,101445.4604,9.726292742911028,-3.7538693175665685
1479753366,101282.8423,101444.6133,9.796808982995572,-3.68332756269956
1479753367,101282.6661,101444.4368,9.81150096863712,-3.668629568826873
1479753368,101289.0925,101450.8736,9.27566545411537,-4.204639105235401
1479753370,101285.5508,101447.3262,9.570970252840198,-3.9092410342709627
1479753371,101287.1233,101448.9011,9.439855124175665,-4.040386685795966
1479753372,101285.7552,101447.531,9.553927277418552,-3.9262953083816683
1479753373,101286.8673,101448.6448,9.461200304656813,-4.01904409033159
1479753374,101287.0035,101448.7812,9.44984399616078,-4.030402386910282
1479753375,101286.0647,101447.841,9.528121063820436,-3.952109830410336
1479753376,101283.4366,101445.2086,9.747254952490039,-3.732900870309095
1479753377,101288.6524,101450.4327,9.312360270356294,-4.167925062611175
1479753379,101286.2484,101448.0249,9.512804126527044,-3.967423640875495
1479753380,101286.9266,101448.7042,9.456255889825115,-4.023990446810785
1479753381,101285.4656,101447.2409,9.578074280179862,-3.902137854267494
1479753382,101286.2754,101448.052,9.51055286382325,-3.969680323389184
1479753383,101284.9992,101446.7737,9.616963078944536,-3.8632326606311835
1479753384,101286.3597,101448.1364,9.503523924511683,-3.976708512294863
1479753385,101286.1541,101447.9305,9.52066687378101,-3.959562720861868
1479753386,101283.5582,101445.3304,9.737115708230704,-3.7430436749200453
1479753387,101285.5599,101447.3353,9.5702114896485,-3.909998817551241
1479753389,101286.799,101448.5764,9.466895139485132,-4.013348282984225
1479753390,101285.6745,101447.4501,9.560656080924673,-3.9195585403504083
1479753391,101284.4614,101446.235,9.661805445866776,-3.818373260051885
1479753392,101284.7178,101446.4919,9.640426502373884,-3.839766230106761
1479753393,101287.2048,101448.9828,9.433059695023985,-4.047189993230859
1479753394,101285.4425,101447.2177,9.580000372930954,-3.900205921701854
1479753395,101284.4698,101446.2434,9.661105042963754,-3.819072758407856
1479753396,101285.4003,101447.1754,9.58351903680159,-3.8966834747770918
1479753398,101281.9115,101443.6811,9.874421590757265,-3.605698604042118
1479753399,101285.4503,101447.2256,9.579350003914442,-3.9008637780934805
1479753400,101284.2327,101446.006,9.680874766687339,-3.7993035845211125
1479753401,101280.4393,101442.2065,9.997178766025172,-3.4829001037069247
1479753402,101285.7235,101447.4992,9.556570437634946,-3.923647234449163
1479753403,101283.8566,101445.6293,9.712234578226344,-3.7679343088238966
1479753404,101281.6852,101443.4544,9.893291180756933,-3.5868200733384583
1479753405,101287.4916,101449.2701,9.409146489990235,-4.071113951002189
1479753407,101284.1835,101445.9567,9.684977134966175,-3.795198186940979
1479753408,101284.006,101445.7789,9.699777359157451,-3.7803920945880236
1479753409,101282.2805,101444.0507,9.843653309086221,-3.636477114596346
1479753410,101282.5035,101444.274,9.825058971480757,-3.6550724207263556
1479753411,101287.4799,101449.2583,9.410122027613397,-4.070131346088601
1479753412,101287.4291,101449.2075,9.414357696317893,-4.065901147616387
1479753413,101286.1799,101447.9563,9.518515665564337,-3.961711150863266
1479753414,101285.5761,101447.3515,9.568860724531987,-3.911347838205984
1479753416,101287.7369,101449.5158,9.388693572553166,-4.091573762772896
1479753417,101285.2584,101447.0333,9.595350761213922,-3.88485037603823
1479753418,101286.344,101448.1207,9.504832991136936,-3.9754011362820165
1479753419,101286.8784,101448.6559,9.460274790064432,-4.019968409644207
1479753420,101286.6405,101448.4176,9.480110836986569,-4.000124671489175
1479753421,101284.2284,101446.0017,9.681233306939248,-3.7989455073111458
1479753422,101287.3665,101449.1448,9.419577243184904,-4.060680014459649
1479753423,101283.4493,101445.2214,9.746196001353383,-3.7339667812775588
1479753424,101286.3134,101448.09,9.507384420838207,-3.9728446744265966
1479753426,101285.1833,101446.9581,9.601612658851082,-3.878588238119846
1479753427,101289.1259,101450.907,9.272880622163939,-4.207420340673707
1479753428,101284.9568,101446.7312,9.620498431482702,-3.859693546561175
1479753429,101286.29,101448.0665,9.509335514565464,-3.9708877732336987
1479753430,101286.5155,101448.2924,9.49053332315816,-3.9896989911721903
1479753431,101284.6569,101446.4309,9.645504414394964,-3.8346865486964816
1479753432,101285.7353,101447.511,9.55558654826018,-3.924629853157967
1479753433,101289.4896,101451.2713,9.242556018158211,-4.237755743677553
1479753435,101284.6808,101446.4548,9.643511604619562,-3.836676784827432
1479753436,101284.966,101446.7404,9.619731326580222,-3.8604596607619897
1479753437,101285.9843,101447.7603,9.534824836591724,-3.9453897335697548
1479753438,101285.8457,101447.6216,9.546381350512092,-3.9338398172330926
1479753439,101282.2333,101444.0034,9.847588975819235,-3.632538203135482
1479753440,101284.2974,101446.0708,9.675479988087318,-3.8046997233177535
1479753441,101282.9878,101444.7591,9.784676853807468,-3.695469006022904
1479753442,101288.3319,101450.1117,9.3390831159777,-4.14119509318698
1479753444,101285.0579,101446.8325,9.612068618815101,-3.868129127054999
1479753445,101282.46,101444.2305,9.828686115448363,-3.6514499610930216
1479753446,101283.6644,101445.4368,9.728260553951259,-3.751904047894641
1479753447,101282.5083,101444.2788,9.824658734978584,-3.655472140329948
1479753448,101283.8021,101445.5747,9.716778882058861,-3.7633875464089215
1479753449,101284.0293,101445.8022,9.69783456796722,-3.782332376729755
1479753450,101285.3581,101447.1332,9.587037701858208,-3.893169353956182
1479753451,101284.1666,101445.9398,9.686386282170133,-3.7937908596068155
1479753452,101284.6651,101446.4391,9.644820688823529,-3.835369391264976
1479753454,101282.3715,101444.1418,9.836065481213154,-3.6440634705431876
1479753455,101286.0302,101447.8064,9.530997682202724,-3.94922859982762
1479753456,101284.6592,101446.4331,9.645312637701863,-3.834869750375219
1479753457,101284.6111,101446.385,9.649323272678885,-3.8308642949923524
1479753458,101284.6794,101446.4534,9.64362833823543,-3.836560201969405
1479753459,101283.4875,101445.2595,9.74301081039448,-3.7371395312293316
1479753460,101282.4534,101444.2238,9.829236440855311,-3.6508920189226046
1479753461,101282.0018,101443.7715,9.866892108562752,-3.613226689696603
1479753463,101287.8075,101449.5865,9.382807008558302,-4.097461051605933
1479753464,101288.004,101449.7833,9.366423034203763,-4.113848847991903
1479753465,101286.2291,101448.0055,9.514413362761843,-3.965808155677223
1479753466,101284.3013,101446.0747,9.675154800592281,-3.8050244908445165
1479753467,101285.3573,101447.1323,9.587104406418803,-3.8930944082458154
1479753468,101287.0807,101448.8586,9.443407092585403,-4.036847631818091
1479753469,101283.9282,101445.7009,9.706264449960145,-3.7738967268596753
1479753470,101285.776,101447.5518,9.552192964452843,-3.9280273815384135
1479753472,101283.1703,101444.9419,9.769459598326648,-3.710691591288196
1479753473,101283.611,101445.3832,9.732713144709123,-3.747440552673652
1479753474,101282.8505,101444.6215,9.796125247507007,-3.684010415156081
1479753475,101284.1462,101445.9193,9.688087264847127,-3.7920837463097996
1479753476,101284.4006,101446.1742,9.666875030154188,-3.8133102229621727
1479753477,101282.5951,101444.3658,9.81742112761276,-3.662717055543908
1479753478,101284.0128,101445.7857,9.699210364269675,-3.780958357223426
1479753479,101285.9254,101447.7014,9.539735936545185,-3.940484976141306
1479753481,101284.3,101446.0734,9.67526319641911,-3.804916234999837
1479753482,101284.7993,101446.5735,9.63363094253873,-3.846561341037159
1479753483,101281.9529,101443.7226,9.870969535120821,-3.6091545289891656
1479753484,101284.5033,101446.2771,9.658311769962893,-3.821879078706843
1479753485,101283.1644,101444.936,9.769951553083956,-3.7102002718675067
1479753486,101285.1393,101446.914,9.605281415540958,-3.874915892200079
1479753487,101286.9847,101448.7624,9.451411532871134,-4.028836874625995
1479753488,101286.3504,101448.127,9.504299358864955,-3.9759257521509426
1479753489,101288.2604,101450.0402,9.34504469618696,-4.135241212170513
1479753491,101286.9762,101448.7539,9.452120259651565,-4.028129063139204
1479753492,101286.275,101448.0515,9.510586215859803,-3.9696386871873983
1479753493,101284.9002,101446.6745,9.625217795452045,-3.8549719501534128
1479753494,101287.6404,101449.4191,9.396739660442108,-4.083521411848778
1479753495,101284.1121,101445.8852,9.690930574732192,-3.789244108455023
1479753496,101283.2556,101445.0274,9.76234710241988,-3.717811556525703
1479753497,101286.4865,101448.2634,9.492951341439039,-3.987284095674113
1479753498,101287.258,101449.0361,9.428623908082955,-4.05162837869284
1479753500,101289.4775,101451.2592,9.243564891388814,-4.236748173381784
1479753501,101286.4739,101448.2507,9.494001928869693,-3.9862265378251323
1479753502,101287.0606,101448.8384,9.445083021761093,-4.035165539862646
1479753503,101284.0584,101445.8314,9.695408164036053,-3.7847639744359185
1479753504,101283.8164,101445.589,9.715586523241655,-3.764578365327907
1479753505,101285.7259,101447.5016,9.556370324535237,-3.9238470891068573
1479753506,101280.357,101442.1241,10.004041269967274,-3.4760381348314695
1479753507,101284.7516,101446.5257,9.637608220582479,-3.842580872187682
1479753509,101284.2948,101446.0681,9.675696779755526,-3.804474884258525
1479753510,101282.5166,101444.2871,9.823966659409052,-3.6561633221135708
1479753511,101283.905,101445.6777,9.708198904554592,-3.771964770552586
1479753512,101285.7535,101447.5292,9.554069024161436,-3.9261454174193204
1479753513,101282.7784,101444.5493,9.802137118414976,-3.6779979809070937
1479753514,101285.7634,101447.5391,9.553243557849783,-3.926969817672216
1479753515,101285.2453,101447.0202,9.596443049347727,-3.8837594985525357
1479753516,101283.8683,101445.641,9.711259012336086,-3.768908614794782
1479753517,101287.0078,101448.7856,9.449485463868768,-4.030768783370149
1479753519,101286.8897,101448.6672,9.459332599624759,-4.020909383281833
1479753520,101286.77,101448.5474,9.469313152287214,-4.010933392964944
1479753521,101287.7878,101449.5668,9.384449576362385,-4.095820605121844
1479753522,101284.8739,101446.6482,9.627410716188024,-3.8527818615111755
1479753523,101284.9388,101446.7132,9.62199928904738,-3.8581946273043286
1479753524,101288.1057,101449.8851,9.357943399569194,-4.122325858581462
1479753525,101290.8116,101452.5954,9.13233095252508,-4.3480133238990675
1479753526,101289.249,101451.0303,9.262616771899047,-4.21768758961116
1479753528,101286.0889,101447.8652,9.526103262411198,-3.954125025891699
1479753529,101286.0003,101447.7764,9.533490752110083,-3.9467304223871906
1479753530,101286.4027,101448.1795,9.49993858361995,-3.980297550057003
1479753531,101286.6827,101448.4599,9.47659220800415,-4.003647083496617
1479753532,101285.4876,101447.2629,9.576239906462433,-3.9039698589476757
1479753533,101287.4886,101449.267,9.409396627830574,-4.070855809048226
1479753534,101287.615,101449.3937,9.398857491862145,-4.08140631554852
1479753535,101282.5476,101444.3182,9.821381799221854,-3.6587531715267687
1479753537,101287.6814,101449.4602,9.39332111456315,-4.08694386993011
1479753538,101282.1229,101443.8928,9.856794439416262,-3.623327973065898
1479753539,101285.5679,101447.3433,9.569544445126667,-3.9106650006142445
1479753540,101285.2949,101447.0699,9.592307363593136,-3.8878981705202023
1479753541,101286.2186,101447.995,9.515288854076061,-3.964933795032266
1479753542,101288.8029,101450.5835,9.29981181264884,-4.180482295632828
1479753543,101286.7473,101448.5246,9.4712058730438,-4.009034789385623
1479753544,101285.859,101447.6349,9.545272391558683,-3.934947344016109
1479753546,101261.9862,101423.7239,11.535985233356769,-1.9436241219882504
1479753547,101284.4193,101446.1929,9.665315799196833,-3.8148674402182223
1479753548,101283.223,101444.9947,9.765065359366417,-3.715088482676947
1479753549,101284.6691,101446.4431,9.644487164165184,-3.835702485179354
1479753550,101284.0261,101445.7991,9.6981013890545,-3.782074227623525
1479753551,101286.5491,101448.3261,9.48773175785027,-3.9925052655744366
1479753552,101283.7233,101445.4958,9.72334936522384,-3.756817221394158
1479753553,101282.0039,101443.7736,9.86671700439183,-3.6134015677234856
1479753554,101286.3088,101448.0854,9.507767969153065,-3.9724616214516573
1479753556,101284.8053,101446.5795,9.63313065609691,-3.847060981381219
1479753557,101280.841,101442.6089,9.963683474401478,-3.51641043057316
1479753558,101285.5773,101447.3528,9.568760667869356,-3.911456092937442
1479753559,101281.8897,101443.6593,9.876239340315806,-3.6038832020494738
1479753560,101283.7974,101445.57,9.717170776239072,-3.762996158337046
1479753561,101281.9851,101443.7548,9.86828460374818,-3.611835992865963
1479753562,101283.7386,101445.5111,9.722073623874167,-3.758091315161437
1479753563,101283.2788,101445.0505,9.760412637777335,-3.7197351954164333
1479753565,101285.5245,101447.2998,9.573163162174751,-3.9070426297257654
1479753566,101280.0544,101441.821,10.029273309919517,-3.4507970429913257
1479753567,101281.8078,101443.5772,9.883068411458225,-3.5970462953628157
1479753568,101281.9009,101443.6704,9.875305450594169,-3.604807558149332
1479753569,101285.6532,101447.4287,9.562432085549517,-3.917776502101333
1479753570,101284.1787,101445.9519,9.685377366105968,-3.7947984726779396
1479753571,101282.1197,101443.8896,9.857061264570802,-3.6230614925079863
1479753572,101282.7968,101444.5678,9.800602881958184,-3.6795385634250124
1479753574,101280.3068,101442.0738,10.00822714943206,-3.4718493336476968
1479753575,101280.7075,101442.4752,9.974815206136554,-3.505276419891743
1479753576,101283.1994,101444.971,9.767033177726262,-3.713114878242777
1479753577,101281.6624,101443.4315,9.895192316784232,-3.5849130650312873
1479753578,101280.9248,101442.6928,9.9566959215299,-3.523397286851832
1479753579,101283.2624,101445.0341,9.761780104126956,-3.718369495123625
1479753580,101281.6638,101443.433,9.895075580345292,-3.585037978249602
1479753581,101279.6654,101441.4314,10.06170982902404,-3.4183524485924863
1479753582,101282.2489,101444.019,9.846288204447774,-3.6338372946120217
1479753584,101283.4177,101445.1897,9.748830872093095,-3.731326985951455
1479753585,101284.4943,101446.268,9.659062201440975,-3.821121289030998
1479753586,101282.4341,101444.2045,9.83084572590451,-3.6492848122070427
1479753587,101283.2031,101444.9747,9.766724663808418,-3.713422993736458
1479753588,101282.1269,101443.8968,9.856460907984001,-3.6236610737541923
1479753589,101284.3719,101446.1454,9.669268074918364,-3.8109119413784356
1479753590,101283.6954,101445.4678,9.725675717490958,-3.7544855461237603
1479753591,101284.1259,101445.899,9.689779909647768,-3.7903932875051396
1479753593,101284.2489,101446.0222,9.67952398723719,-3.800652619487664
1479753594,101282.6187,101444.3894,9.815453299750516,-3.6646823420232977
1479753595,101284.9253,101446.6996,9.623124932368228,-3.857062110386323
1479753596,101284.2485,101446.0218,9.679557339812163,-3.8006193099863594
1479753597,101284.7403,101446.5144,9.638550427131122,-3.841639882462914
1479753598,101286.1549,101447.9313,9.520600169642421,-3.9596293388458434
1479753599,101284.2473,101446.0206,9.67965739754436,-3.8005193814678933
1479753600,101284.4008,101446.1744,9.666858353892167,-3.813326877694635
1479753602,101285.7848,101447.5606,9.55145921674557,-3.928760181632242
1479753603,101284.9543,101446.7287,9.620706883906678,-3.8594853633403545
1479753604,101283.3849,101445.1568,9.751565801925608,-3.7285872607608326
1479753605,101288.2442,101450.0239,9.346395432316058,-4.133883893366146
1479753606,101284.2762,101446.0496,9.677247674117098,-3.802934320192435
1479753607,101284.953,101446.7274,9.620815279173257,-3.8593771080704755
1479753608,101284.7061,101446.4802,9.641402061635745,-3.8387919307497214
1479753609,101286.8589,101448.6364,9.461900694128417,-4.018344605385209
1479753611,101285.9971,101447.7732,9.533757568999135,-3.946463950080215
1479753612,101287.3198,101449.098,9.423471060203156,-4.056782899009704
1479753613,101287.9963,101449.7755,9.367065052050748,-4.113199332168733
1479753614,101287.5962,101449.3749,9.40042502090364,-4.079840810911264
1479753615,101284.7043,101446.4784,9.641552147681068,-3.838642038535909
1479753616,101286.7038,101448.481,9.47483289396041,-4.005404125447967
1479753617,101285.5038,101447.2791,9.574889140567393,-3.905318880380946
1479753618,101285.2577,101447.0326,9.595409127752646,-3.884792084878427
1479753619,101286.3037,101448.0803,9.508193207511795,-3.972036932282208
1479753621,101284.5192,101446.2929,9.656986007816158,-3.8231948013199144
1479753622,101285.0725,101446.8471,9.61085125770478,-3.8693449159836746
1479753623,101289.3794,101451.161,9.251744272150972,-4.228571028994338
1479753624,101287.5332,101449.3118,9.405677912494866,-4.074586376096704
1479753625,101283.7186,101445.4911,9.723741259651433,-3.7564258330749
1479753626,101284.1492,101445.9224,9.687837120320182,-3.792341895161371
1479753627,101285.4103,101447.1854,9.582685230088828,-3.8975162046554033
1479753628,101284.4564,101446.23,9.662222352373647,-3.8179568919586018
1479753630,101287.0714,101448.8492,9.444182522463962,-4.036064876185264
