temperature,pressure,humidity,time,calibrated_pressure
22.84986346,101284.4585,52.55974971,1479753279,101446.2322
22.85357979,101288.0743,52.54923174,1479753280,101449.8538
22.85605735,101287.1289,52.34688817,1479753281,101448.9068
22.86287062,101287.5047,52.1121431,1479753282,101449.2832
22.87092267,101286.1074,51.83373217,1479753283,101447.8837
22.87835534,101290.3096,51.65928825,1479753284,101452.0925
22.87897473,101285.3526,51.62648556,1479753285,101447.1276
22.88331045,101288.0511,51.687243,1479753287,101449.8305
22.8802135,101286.8842,51.81835963,1479753288,101448.6617
22.88702678,101286.9541,51.88488765,1479753289,101448.7318
22.89260128,101288.8588,51.88006522,1479753290,101450.6394
22.89755639,101286.2636,51.88063045,1479753291,101448.0401
22.90746661,101288.1737,51.89821849,1479753292,101449.9533
22.90313089,101287.8316,51.93059033,1479753293,101449.6106
22.90560844,101288.5385,52.11163885,1479753294,101450.3186
22.9248095,101289.9095,52.25083868,1479753296,101451.6919
22.93224217,101286.0319,52.30100591,1479753297,101447.808
22.9365779,101285.7006,52.34533114,1479753298,101447.4762
22.9421524,101287.5744,52.37883769,1479753299,101449.353
22.95701774,101287.5623,52.40796277,1479753300,101449.3409
22.95887591,101286.8607,52.43010353,1479753301,101448.6382
22.96321163,101288.8861,52.46347475,1479753302,101450.6669
22.85481857,101269.7452,52.47817245,1479753303,101431.4953
22.97869637,101286.273,52.51458459,1479753305,101448.0495
22.98674843,101288.5787,52.5484151,1479753306,101450.3589
22.99913622,101289.5121,52.57177085,1479753307,101451.2938
23.000375,101289.6972,52.59382166,1479753308,101451.4792
23.01090463,101286.9858,52.62792951,1479753309,101448.7635
23.01585975,101286.7777,52.65591781,1479753310,101448.5551
23.02267303,101287.8574,52.6786346,1479753311,101449.6365
23.02700876,101287.8626,52.69557498,1479753312,101449.6417
23.04001595,101287.5415,52.69708999,1479753314,101449.3201
23.04435168,101288.251,52.73596868,1479753315,101450.0307
23.05240375,101287.8321,52.73143175,1479753316,101449.6111
23.06293338,101287.4774,52.72719319,1479753317,101449.2559
23.06850789,101285.3105,52.72783625,1479753318,101447.0855
23.08089569,101289.6418,52.69095216,1479753319,101451.4237
23.07965691,101285.7217,52.66339565,1479753320,101447.4973
23.09142533,101286.9297,52.65383617,1479753321,101448.7073
23.09885801,101290.1224,52.65470764,1479753322,101451.9051
23.10443252,101285.9347,52.64987026,1479753324,101447.7107
23.10876826,101285.603,52.57913953,1479753325,101447.3785
23.1186785,101287.5128,52.52002899,1479753326,101449.2914
23.1192979,101287.6054,52.42693778,1479753327,101449.384
23.12673058,101287.0936,52.3182006,1479753328,101448.8715
23.13478266,101286.0316,52.25339181,1479753329,101447.8078
23.14035717,101286.5585,52.27047081,1479753330,101448.3355
23.14655108,101284.8512,52.32600539,1479753331,101446.6255
23.16946854,101287.1127,52.39444115,1479753333,101448.8906
23.17380428,101287.1177,52.44426987,1479753334,101448.8955
23.18990844,101291.0248,52.45712726,1479753335,101452.809
23.19424418,101287.9985,52.4850344,1479753336,101449.7778
23.19857992,101286.993,52.46909433,1479753337,101448.7707
23.20353504,101287.1213,52.38747185,1479753338,101448.8991
23.2134453,101285.632,52.4160188,1479753339,101447.4075
23.22459435,101285.0322,52.47213312,1479753340,101446.8067
23.24007913,101289.8572,52.53425668,1479753342,101451.6395
23.25184757,101283.6236,52.55755514,1479753343,101445.3959
23.25989965,101286.9091,52.57493808,1479753344,101448.6866
23.2642354,101285.5665,52.56447843,1479753345,101447.3419
23.27724262,101285.6116,52.56601178,1479753346,101447.3871
22.96445041,101236.8857,52.55126034,1479753347,101398.5832
23.29644376,101286.9495,52.62855626,1479753348,101448.7271
23.30511525,101287.6635,52.64603334,1479753349,101449.4423
23.31440613,101285.0705,52.65807474,1479753351,101446.8451
23.32369701,101284.5294,52.69206816,1479753352,101446.3031
23.33856242,101284.5148,52.70477609,1479753353,101446.2886
23.34971147,101285.5987,52.73897837,1479753354,101447.3742
23.35900236,101285.3944,52.76201028,1479753355,101447.1695
23.37015142,101282.7723,52.79621487,1479753356,101444.5433
23.38068109,101285.1113,52.81938649,1479753357,101446.8859
23.38997198,101285.8867,52.842398,1479753358,101447.6626
23.40112104,101286.6336,52.88208878,1479753359,101448.4107
23.41103132,101287.8693,52.9051942,1479753361,101449.6484
23.41908343,101282.3949,52.92258715,1479753362,101444.1652
23.42775493,101284.7932,52.93458972,1479753363,101446.5674
23.43147128,101285.3791,52.96244276,1479753364,101447.1542
23.45500821,101283.688,52.97069198,1479753365,101445.4604
23.46677668,101282.8423,52.98304197,1479753366,101444.6133
23.4742094,101282.6661,52.99488516,1479753367,101444.4368
23.49774634,101289.0925,53.0141269,1479753368,101450.8736
23.50951481,101285.5508,53.03196269,1479753370,101447.3262
23.5194251,101287.1233,53.04410753,1479753371,101448.9011
23.52995479,101285.7552,53.05632206,1479753372,101447.531
23.5392457,101286.8673,53.06837545,1479753373,101448.6448
23.55287236,101287.0035,53.08096041,1479753374,101448.7812
23.56402144,101286.0647,53.07130779,1479753375,101447.841
23.57083477,101283.4366,53.03920826,1479753376,101445.2086
23.5782675,101288.6524,53.01266137,1479753377,101450.4327
23.59499114,101286.2484,53.00367484,1479753379,101448.0249
23.59932689,101286.9266,52.98772696,1479753380,101448.7042
23.6092372,101285.4656,52.92856495,1479753381,101447.2409
23.62286387,101286.2754,52.84789392,1479753382,101448.052
23.63401297,101284.9992,52.83274713,1479753383,101446.7737
23.64702025,101286.3597,52.8616934,1479753384,101448.1364
23.65631116,101286.1541,52.90119873,1479753385,101447.9305
23.66560208,101283.5582,52.94068219,1479753386,101445.3304
23.67613179,101285.5599,52.96935602,1479753387,101447.3353
23.69037786,101286.799,53.00395504,1479753389,101448.5764
23.70028818,101285.6745,53.01610332,1479753390,101447.4501
23.71391487,101284.4614,53.03417666,1479753391,101446.235
23.72630276,101284.7178,53.05208941,1479753392,101446.4919
23.73125792,101287.2048,53.06914903,1479753393,101448.9828
23.74798159,101285.4425,53.08757105,1479753394,101447.2177
23.75665312,101284.4698,53.12153086,1479753395,101446.2434
23.76904103,101285.4003,53.139447,1479753396,101447.1754
23.77461558,101281.9115,53.14560411,1479753398,101443.6811
23.79071986,101285.4503,53.13652481,1479753399,101447.2256
23.8000108,101284.2327,53.13763388,1479753400,101446.006
23.80806294,101280.4393,53.11663155,1479753401,101442.2065
23.82230904,101285.7235,52.96466117,1479753402,101447.4992
23.82540601,101283.8566,52.62476334,1479753403,101445.6293
23.83098058,101281.6852,52.26314318,1479753404,101443.4544
23.84646547,101287.4916,52.21004533,1479753405,101449.2701
23.84894305,101284.1835,52.04016476,1479753407,101445.9567
23.8563758,101284.006,51.90926773,1479753408,101445.7789
23.88177104,101282.2805,52.0714168,1479753409,101444.0507
23.89168138,101282.5035,52.26472136,1479753410,101444.274
23.9040693,101287.4799,52.44182809,1479753411,101449.2583
23.91645723,101287.4291,52.58053093,1479753412,101449.2075
23.92574817,101286.1799,52.69139845,1479753413,101447.9563
23.93689731,101285.5761,52.78053823,1479753414,101447.3515
23.95485981,101287.7369,52.83754646,1479753416,101449.5158
23.96043438,101285.2584,52.89310967,1479753417,101447.0333
23.9759193,101286.344,52.94433437,1479753418,101448.1207
23.99202362,101286.8784,52.98467405,1479753419,101448.6559
24.00131457,101286.6405,53.04065622,1479753420,101448.4176
24.01370251,101284.2284,53.09154203,1479753421,101446.0017
24.02732925,101287.3665,53.12058491,1479753422,101449.1448
24.03662021,101283.4493,53.13816373,1479753423,101445.2214
24.05272454,101286.3134,53.1510382,1479753424,101448.09
24.05829911,101285.1833,53.1736698,1479753426,101446.9581
24.08121682,101289.1259,53.20382678,1479753427,101450.907
24.08245561,101284.9568,53.21496993,1479753428,101446.7312
24.10165694,101286.29,53.22272699,1479753429,101448.0665
24.11590309,101286.5155,53.23539732,1479753430,101448.2924
24.13200743,101284.6569,53.25925891,1479753431,101446.4309
24.13882081,101285.7353,53.28752508,1479753432,101447.511
24.15616396,101289.4896,53.31155134,1479753433,101451.2713
24.16421613,101284.6808,53.32348397,1479753435,101446.4548
24.1766041,101284.966,53.3414415,1479753436,101446.7404
24.18527567,101285.9843,53.34246115,1479753437,101447.7603
24.20571582,101285.8457,53.35587831,1479753438,101447.6216
24.2150068,101282.2333,53.35696771,1479753439,101444.0034
24.22801417,101284.2974,53.35302847,1479753440,101446.0708
24.24102154,101282.9878,53.32162686,1479753441,101444.7591
24.25155132,101288.3319,53.2624358,1479753442,101450.1117
24.2627005,101285.0579,53.19786356,1479753444,101446.8325
24.27632727,101282.46,53.14452693,1479753445,101444.2305
24.28809586,101283.6644,53.10748177,1479753446,101445.4368
24.30234204,101282.5083,53.08716844,1479753447,101444.2788
24.31039423,101283.8021,53.08264321,1479753448,101445.5747
24.32897621,101284.0293,53.06835175,1479753449,101445.8022
24.34384179,101285.3581,53.05362108,1479753450,101447.1332
24.35127459,101284.1666,53.07097926,1479753451,101445.9398
24.36304318,101284.6651,53.09983373,1479753452,101446.4391
24.37419237,101282.3715,53.11763139,1479753454,101444.1418
24.38658037,101286.0302,53.07515102,1479753455,101447.8064
24.40144596,101284.6592,53.04942857,1479753456,101446.4331
24.42250556,101284.6111,53.01345059,1479753457,101446.385
24.43365476,101284.6794,52.99827679,1479753458,101446.4534
24.44108757,101283.4875,52.99365585,1479753459,101445.2595
24.45595317,101282.4534,52.94594385,1479753460,101444.2238
24.47019938,101282.0018,52.87617516,1479753461,101443.7715
24.48134859,101287.8075,52.81702606,1479753463,101449.5865
24.50178881,101288.004,52.82493039,1479753464,101449.7833
24.50984102,101286.2291,52.85884981,1479753465,101448.0055
24.51913203,101284.3013,52.88191473,1479753466,101446.0747
24.54081106,101285.3573,52.87896627,1479753467,101447.1323
24.54948267,101287.0807,52.85801144,1479753468,101448.8586
24.5637289,101283.9282,52.84319503,1479753469,101445.7009
24.57549752,101285.776,52.85556601,1479753470,101447.5518
24.58045273,101283.1703,52.85613961,1479753472,101444.9419
24.60027357,101283.611,52.83648942,1479753473,101445.3832
24.6126616,101282.8505,52.83793429,1479753474,101444.6215
24.62504963,101284.1462,52.83390416,1479753475,101445.9193
24.64177347,101284.4006,52.84684967,1479753476,101446.1742
24.6516839,101282.5951,52.82052808,1479753477,101444.3658
24.66283313,101284.0128,52.76685004,1479753478,101445.7857
24.68141519,101285.9254,52.71953659,1479753479,101447.7014
24.68389279,101284.3,52.69783853,1479753481,101446.0734
24.69999725,101284.7993,52.67221836,1479753482,101446.5735
24.7161017,101281.9529,52.62462132,1479753483,101443.7226
24.72167632,101284.5033,52.54276764,1479753484,101446.2771
24.74521361,101283.1644,52.49602724,1479753485,101444.936
24.7662733,101285.1393,52.47648654,1479753486,101446.914
24.77370613,101286.9847,52.39484548,1479753487,101448.7624
24.79538523,101286.3504,52.28185132,1479753488,101448.127
24.80963149,101288.2604,52.16798202,1479753489,101450.0402
24.82078074,101286.9762,52.08674972,1479753491,101448.7539
24.8313106,101286.275,52.07146501,1479753492,101448.0515
24.84617627,101284.9002,52.10069152,1479753493,101446.6745
24.86351956,101287.6404,52.10270338,1479753494,101449.4191
24.86909419,101284.1121,52.07582552,1479753495,101445.8852
24.87652703,101283.2556,52.00515378,1479753496,101445.0274
24.89263152,101286.4865,51.9740108,1479753497,101448.2634
24.90192257,101287.258,51.93104828,1479753498,101449.0361
24.92236289,101289.4775,51.94441998,1479753500,101451.2592
24.93537037,101286.4739,51.96243936,1479753501,101448.2507
24.94342262,101287.0606,51.94685366,1479753502,101448.8384
24.96076593,101284.0584,51.92134148,1479753503,101445.8314
24.970057,101283.8164,51.93340736,1479753504,101445.589
24.98430329,101285.7259,51.96257086,1479753505,101447.5016
24.99731078,101280.357,51.96958489,1479753506,101442.1241
25.00598244,101284.7516,51.94856047,1479753507,101446.5257
25.01589291,101284.2948,51.87815429,1479753509,101446.0681
25.02394517,101282.5166,51.75247305,1479753510,101444.2871
25.0412885,101283.905,51.70492699,1479753511,101445.6777
25.05739302,101285.7535,51.72878616,1479753512,101447.5292
25.0685423,101282.7784,51.76309596,1479753513,101444.5493
25.08526623,101285.7634,51.79805848,1479753514,101447.5391
25.09703493,101285.2453,51.83243872,1479753515,101447.0202
25.11190065,101283.8683,51.8781912,1479753516,101445.641
25.13172162,101287.0078,51.94104833,1479753517,101448.7856
25.14596794,101286.8897,51.9647156,1479753519,101448.6672
25.15587843,101286.77,51.93282919,1479753520,101448.5474
25.16888594,101287.7878,51.90678469,1479753521,101449.5668
25.18251286,101284.8739,51.90836007,1479753522,101446.6482
25.19366217,101284.9388,51.89312349,1479753523,101446.7132
25.20295325,101288.1057,51.82812369,1479753524,101449.8851
25.21162493,101290.8116,51.69694655,1479753525,101452.5954
25.22525186,101289.249,51.61590672,1479753526,101451.0303
25.2394982,101286.0889,51.52391167,1479753528,101447.8652
25.25188632,101286.0003,51.45922478,1479753529,101447.7764
25.26303564,101286.4027,51.44948029,1479753530,101448.1795
25.27542376,101286.6827,51.4343831,1479753531,101448.4599
25.28719248,101285.4876,51.43572091,1479753532,101447.2629
25.30205824,101287.4886,51.44292402,1479753533,101449.267
25.31568518,101287.615,51.41694131,1479753534,101449.3937
25.32435688,101282.5476,51.37935973,1479753535,101444.3182
25.3355062,101287.6814,51.33655644,1479753537,101449.4602
25.34727493,101282.1229,51.31036733,1479753538,101443.8928
25.3627601,101285.5679,51.21295177,1479753539,101447.3433
25.37824527,101285.2949,51.17613618,1479753540,101447.0699
25.38629757,101286.2186,51.19908556,1479753541,101447.995
25.40054393,101288.8029,51.17866477,1479753542,101450.5835
25.41540971,101286.7473,51.14728816,1479753543,101448.5246
25.42903667,101285.859,51.13230801,1479753544,101447.6349
25.29462536,101261.9862,51.04544488,1479753546,101423.7239
25.45195475,101284.4193,50.95856973,1479753547,101446.1929
25.46372349,101283.223,50.85517806,1479753548,101444.9947
25.47301461,101284.6691,50.86172546,1479753549,101446.4431
25.48602217,101284.0261,50.88524912,1479753550,101445.7991
25.50212678,101286.5491,50.89256914,1479753551,101448.3261
25.51203731,101283.7233,50.91022985,1479753552,101445.4958
25.52256725,101282.0039,50.9610298,1479753553,101443.7736
25.53495541,101286.3088,50.9844696,1479753554,101448.0854
25.55106003,101284.8053,50.99181546,1479753556,101446.5795
25.55601529,101280.841,51.03095437,1479753557,101442.6089
25.57521696,101285.5773,51.05519343,1479753558,101447.3528
25.58203045,101281.8897,50.9897934,1479753559,101443.6593
25.59627685,101283.7974,50.95281549,1479753560,101445.57
25.60618739,101281.9851,50.9649674,1479753561,101443.7548
25.61733675,101283.7386,50.97173908,1479753562,101445.5111
25.62724729,101283.2788,50.96735189,1479753563,101445.0505
25.64149369,101285.5245,50.95793662,1479753565,101447.2998
25.65821774,101280.0544,50.91021116,1479753566,101441.821
25.6693671,101281.8078,50.85632839,1479753567,101443.5772
25.67865824,101281.9009,50.84082131,1479753568,101443.6704
25.6960017,101285.6532,50.82623808,1479753569,101447.4287
25.71024812,101284.1787,50.80027218,1479753570,101445.9519
25.72077808,101282.1197,50.7628569,1479753571,101443.8896
25.72944982,101282.7968,50.70315973,1479753572,101444.5678
25.73502451,101280.3068,50.51627876,1479753574,101442.0738
25.75050975,101280.7075,50.45181975,1479753575,101442.4752
25.77280851,101283.1994,50.47637447,1479753576,101444.971
25.78024143,101281.6624,50.57097589,1479753577,101443.4315
25.78829376,101280.9248,50.67118134,1479753578,101442.6928
25.8031596,101283.2624,50.75558754,1479753579,101445.0341
25.81245075,101281.6638,50.79523194,1479753580,101443.433
25.8211225,101279.6654,50.82380156,1479753581,101441.4314
25.83536894,101282.2489,50.8254081,1479753582,101444.019
25.84713774,101283.4177,50.83776104,1479753584,101445.1897
25.85828713,101284.4943,50.82246655,1479753585,101446.268
25.86448123,101282.4341,50.68525594,1479753586,101444.2045
25.87810827,101283.2031,50.49919155,1479753587,101444.9747
25.89049648,101282.1269,50.39576015,1479753588,101443.8968
25.90474293,101284.3719,50.36424685,1479753589,101446.1454
25.90907881,101283.6954,50.38127985,1479753590,101445.4678
25.9140341,101284.1259,50.22180506,1479753591,101445.899
25.93199702,101284.2489,50.22932379,1479753593,101446.0222
25.94314642,101282.6187,50.19193425,1479753594,101444.3894
25.95119877,101284.9253,50.08247367,1479753595,101446.6996
25.95987053,101284.2485,49.90681973,1479753596,101446.0218
25.97163934,101284.7403,49.9136354,1479753597,101446.5144
25.98278875,101286.1549,49.7548004,1479753598,101447.9313
26.00075169,101284.2473,49.88373718,1479753599,101446.0206
26.00818463,101284.4008,50.06670541,1479753600,101446.1744
26.01252051,101285.7848,49.84641543,1479753602,101447.5606
26.01375933,101284.9543,49.28898873,1479753603,101446.7287
26.02738639,101283.3849,48.97577214,1479753604,101445.1568
26.04534934,101288.2442,48.99980958,1479753605,101450.0239
26.04163286,101284.2762,48.66257065,1479753606,101446.0496
26.04163286,101284.953,48.12135454,1479753607,101446.7274
26.05525993,101284.7061,47.89080914,1479753608,101446.4802
26.06455111,101286.8589,47.91389921,1479753609,101448.6364
26.07198406,101285.9971,47.89811619,1479753611,101447.7732
26.07384229,101287.3198,47.74365329,1479753612,101449.098
26.07817818,101287.9963,47.66676955,1479753613,101449.7755
26.08003641,101287.5962,47.6227609,1479753614,101449.3749
26.08313348,101284.7043,47.52917516,1479753615,101446.4784
26.08499171,101286.7038,47.21999209,1479753616,101448.481
26.08808877,101285.5038,46.77275747,1479753617,101447.2791
26.08870819,101285.2577,46.41914708,1479753618,101447.0326
26.08684995,101286.3037,46.0984012,1479753619,101448.0803
26.09056642,101284.5192,46.04903767,1479753621,101446.2929
26.09614113,101285.0725,45.92249053,1479753622,101446.8471
26.09552172,101289.3794,45.90584896,1479753623,101451.161
26.10109643,101287.5332,45.9340424,1479753624,101449.3118
26.10047702,101283.7186,45.80685173,1479753625,101445.4911
26.10109643,101284.1492,45.68530308,1479753626,101445.9224
26.10481291,101285.4103,45.69120677,1479753627,101447.1854
26.10729056,101284.4564,45.64724124,1479753628,101446.23
26.10667114,101287.0714,45.63059827,1479753630,101448.8492
26.10914879,101287.1019,45.5368593,1479753631,101448.8798
26.10233526,101283.3185,45.47536054,1479753632,101445.0903
26.10729056,101285.4716,45.42059056,1479753633,101447.2469
26.11162644,101281.072,45.42655161,1479753634,101442.8402
26.11100703,101285.0406,45.3656809,1479753635,101446.8152
26.12401469,101284.7011,45.51624496,1479753636,101446.4751
26.12339528,101285.2857,45.62122175,1479753637,101447.0606
26.14135825,101287.0992,46.05422256,1479753639,101448.8771
26.15312709,101285.5906,46.46447051,1479753640,101447.366
26.16241828,101287.7125,46.75834674,1479753641,101449.4914
26.16427652,101286.3278,46.88566274,1479753642,101448.1045
26.17666478,101286.2343,47.10247691,1479753643,101448.0107
26.18471715,101287.1564,47.16962994,1479753644,101448.9344
26.18967245,101286.2636,47.10936963,1479753645,101448.0401
26.19896365,101286.0164,46.88925555,1479753646,101447.7925
26.2014413,101283.0315,46.85083003,1479753648,101444.8029
26.21382956,101286.3223,46.86868945,1479753649,101448.0989
26.22126252,101283.7675,46.79207733,1479753650,101445.54
26.23984492,101288.0729,46.79954951,1479753651,101449.8523
26.22993431,101284.474,46.68243636,1479753652,101446.2477
26.24418082,101283.6721,46.56782395,1479753653,101445.4444
26.24975554,101287.5792,46.68447737,1479753654,101449.3578
26.25842733,101284.5624,46.67985867,1479753655,101446.3362
26.26957677,101284.9608,46.73076386,1479753656,101446.7352
26.28258446,101288.0053,46.80949389,1479753658,101449.7847
26.29001742,101284.4346,46.70522551,1479753659,101446.2081
26.29559215,101287.3571,46.74451092,1479753660,101449.1354
26.30364453,101285.2325,46.64029693,1479753661,101447.0073
26.31107749,101289.1088,46.51942868,1479753662,101450.8899
26.32098812,101284.9218,46.59786204,1479753663,101446.6962
26.33895112,101288.0886,46.73794444,1479753664,101449.868
26.3420482,101289.2575,46.71615198,1479753665,101451.0388
26.35071999,101285.5321,46.63963263,1479753667,101447.3075
26.36806359,101287.2524,46.58613374,1479753668,101449.0305
26.3767354,101286.9122,46.58149111,1479753669,101448.6898
26.3854072,101287.957,46.47180056,1479753670,101449.7362
26.39098193,101288.1406,46.31198872,1479753671,101449.9201
26.40027315,101289.6161,46.15809558,1479753672,101451.398
26.40460905,101285.8911,46.18065784,1479753673,101447.667
26.41390027,101287.3665,46.11524689,1479753674,101449.1448
26.42504973,101288.1029,46.24912675,1479753676,101449.8824
26.43557978,101292.1329,46.14511773,1479753677,101453.9188
26.44425159,101287.0523,46.24555696,1479753678,101448.8301
26.45602048,101289.9124,46.44587529,1479753679,101451.6947
26.46964761,101288.0009,46.55790125,1479753680,101449.7802
26.47646117,101283.3204,46.58073003,1479753681,101445.0922
26.48637182,101286.2423,46.58175784,1479753682,101448.0188
26.49814071,101286.3934,46.6272162,1479753683,101448.1702
26.50371545,101286.6076,46.52823851,1479753684,101448.3846
26.517962,101283.4025,46.40799237,1479753686,101445.1744
26.52539498,101284.6011,46.52494126,1479753687,101446.375
26.53840271,101288.6615,46.70328172,1479753688,101450.4418
26.54955219,101286.011,46.92569085,1479753689,101447.7871
26.55450752,101283.4236,46.73261686,1479753690,101445.1956
26.57185116,101281.3869,46.76758668,1479753691,101443.1557
26.56875408,101279.5713,46.40770016,1479753692,101441.3372
26.58919481,101281.7514,46.1940102,1479753693,101443.5207
26.59415013,101278.4864,46.32178634,1479753695,101440.2505
26.60715787,101278.4826,46.53335435,1479753696,101440.2467
26.61892678,101284.0519,46.73373515,1479753697,101445.8249
26.63812868,101284.7235,46.768932,1479753698,101446.4975
26.63812868,101281.6752,46.32076126,1479753699,101443.4444
26.6424646,101281.6739,45.76781815,1479753700,101443.4431
26.64865876,101282.9959,45.28692786,1479753701,101444.7672
26.66724125,101283.2056,45.08397389,1479753702,101444.9773
26.66476359,101283.1449,44.80138921,1479753704,101444.9164
26.66476359,101284.4997,44.23111962,1479753705,101446.2734
26.6765325,101283.6338,44.25995364,1479753706,101445.4061
26.69449559,101283.0737,44.54964668,1479753707,101444.8451
26.71431692,101282.4819,45.02777417,1479753708,101444.2524
26.72360818,101281.2162,45.4549726,1479753709,101442.9846
26.7353771,101284.7843,45.62778166,1479753710,101446.5584
26.74219069,101286.876,45.78346967,1479753711,101448.6535
26.75210136,101282.9923,46.02248267,1479753713,101444.7636
26.77192271,101283.0775,46.29573974,1479753714,101444.849
26.78678873,101284.3964,46.47438313,1479753715,101446.17
