temperature,pressure,time,calibrated_temperature
22.93224217,101286.0319,1479753297,22.57426155
22.9365779,101285.7006,1479753298,22.57867922
22.9421524,101287.5744,1479753299,22.58435908
22.95701774,101287.5623,1479753300,22.59950538
22.95887591,101286.8607,1479753301,22.60139866
22.96321163,101288.8861,1479753302,22.60581633
22.85481857,101269.7452,1479753303,22.49537464
22.97869637,101286.273,1479753305,22.62159373
22.98674843,101288.5787,1479753306,22.62979798
22.99913622,101289.5121,1479753307,22.6424199
23.000375,101289.6972,1479753308,22.64368209
23.01090463,101286.9858,1479753309,22.65441073
23.01585975,101286.7777,1479753310,22.6594595
23.02267303,101287.8574,1479753311,22.66640155
23.02700876,101287.8626,1479753312,22.67081923
23.04001595,101287.5415,1479753314,22.68407225
23.04435168,101288.251,1479753315,22.68848993
23.05240375,101287.8321,1479753316,22.69669418
23.06293338,101287.4774,1479753317,22.70742282
23.06850789,101285.3105,1479753318,22.71310269
23.08089569,101289.6418,1479753319,22.72572462
23.07965691,101285.7217,1479753320,22.72446243
23.09142533,101286.9297,1479753321,22.73645327
23.09885801,101290.1224,1479753322,22.74402643
23.10443252,101285.9347,1479753324,22.7497063
23.10876826,101285.603,1479753325,22.75412398
23.1186785,101287.5128,1479753326,22.76422153
23.1192979,101287.6054,1479753327,22.76485263
23.12673058,101287.0936,1479753328,22.77242579
23.13478266,101286.0316,1479753329,22.78063005
23.14035717,101286.5585,1479753330,22.78630993
23.14655108,101284.8512,1479753331,22.7926209
23.16946854,101287.1127,1479753333,22.8159715
23.17380428,101287.1177,1479753334,22.82038918
23.18990844,101291.0248,1479753335,22.83679771
23.19424418,101287.9985,1479753336,22.84121539
23.19857992,101286.993,1479753337,22.84563308
23.20353504,101287.1213,1479753338,22.85068186
23.2134453,101285.632,1479753339,22.86077942
23.22459435,101285.0322,1479753340,22.87213918
23.24007913,101289.8572,1479753342,22.88791662
23.25184757,101283.6236,1479753343,22.89990748
23.25989965,101286.9091,1479753344,22.90811176
23.2642354,101285.5665,1479753345,22.91252944
23.27724262,101285.6116,1479753346,22.9257825
22.96445041,101236.8857,1479753347,22.60707853
23.29644376,101286.9495,1479753348,22.94534655
23.30511525,101287.6635,1479753349,22.95418193
23.31440613,101285.0705,1479753351,22.9636484
23.32369701,101284.5294,1479753352,22.97311488
23.33856242,101284.5148,1479753353,22.98826125
23.34971147,101285.5987,1479753354,22.99962102
23.35900236,101285.3944,1479753355,23.0090875
23.37015142,101282.7723,1479753356,23.02044728
23.38068109,101285.1113,1479753357,23.03117596
23.38997198,101285.8867,1479753358,23.04064245
23.40112104,101286.6336,1479753359,23.05200223
23.41103132,101287.8693,1479753361,23.06209981
23.41908343,101282.3949,1479753362,23.0703041
23.42775493,101284.7932,1479753363,23.07913949
23.43147128,101285.3791,1479753364,23.08292609
23.45500821,101283.688,1479753365,23.10690787
23.46677668,101282.8423,1479753366,23.11889876
23.4742094,101282.6661,1479753367,23.12647195
23.49774634,101289.0925,1479753368,23.15045374
23.50951481,101285.5508,1479753370,23.16244464
23.5194251,101287.1233,1479753371,23.17254224
23.52995479,101285.7552,1479753372,23.18327094
23.5392457,101286.8673,1479753373,23.19273744
23.55287236,101287.0035,1479753374,23.20662164
23.56402144,101286.0647,1479753375,23.21798145
23.57083477,101283.4366,1479753376,23.22492355
23.5782675,101288.6524,1479753377,23.23249676
23.59499114,101286.2484,1479753379,23.24953647
23.59932689,101286.9266,1479753380,23.25395417
23.6092372,101285.4656,1479753381,23.26405178
23.62286387,101286.2754,1479753382,23.277936
23.63401297,101284.9992,1479753383,23.28929581
23.64702025,101286.3597,1479753384,23.30254893
23.65631116,101286.1541,1479753385,23.31201544
23.66560208,101283.5582,1479753386,23.32148196
23.67613179,101285.5599,1479753387,23.33221068
23.69037786,101286.799,1479753389,23.34672601
23.70028818,101285.6745,1479753390,23.35682363
23.71391487,101284.4614,1479753391,23.37070786
23.72630276,101284.7178,1479753392,23.38332989
23.73125792,101287.2048,1479753393,23.3883787
23.74798159,101285.4425,1479753394,23.40541844
23.75665312,101284.4698,1479753395,23.41425387
23.76904103,101285.4003,1479753396,23.4268759
23.77461558,101281.9115,1479753398,23.43255582
23.79071986,101285.4503,1479753399,23.44896447
23.8000108,101284.2327,1479753400,23.458431
23.80806294,101280.4393,1479753401,23.46663533
23.82230904,101285.7235,1479753402,23.48115068
23.82540601,101283.8566,1479753403,23.48430619
23.83098058,101281.6852,1479753404,23.48998611
23.84646547,101287.4916,1479753405,23.50576367
23.84894305,101284.1835,1479753407,23.50828808
23.8563758,101284.006,1479753408,23.51586131
23.88177104,101282.2805,1479753409,23.54173651
23.89168138,101282.5035,1479753410,23.55183416
23.9040693,101287.4799,1479753411,23.56445621
23.91645723,101287.4291,1479753412,23.57707827
23.92574817,101286.1799,1479753413,23.58654482
23.93689731,101285.5761,1479753414,23.59790467
23.95485981,101287.7369,1479753416,23.61620666
23.96043438,101285.2584,1479753417,23.62188659
23.9759193,101286.344,1479753418,23.63766417
23.99202362,101286.8784,1479753419,23.65407286
24.00131457,101286.6405,1479753420,23.66353942
24.01370251,101284.2284,1479753421,23.67616149
24.02732925,101287.3665,1479753422,23.69004577
24.03662021,101283.4493,1479753423,23.69951233
24.05272454,101286.3134,1479753424,23.71592103
24.05829911,101285.1833,1479753426,23.72160097
24.08121682,101289.1259,1479753427,23.74495182
24.08245561,101284.9568,1479753428,23.74621402
24.10165694,101286.29,1479753429,23.76577826
24.11590309,101286.5155,1479753430,23.78029366
24.13200743,101284.6569,1479753431,23.79670237
24.13882081,101285.7353,1479753432,23.80364452
24.15616396,101289.4896,1479753433,23.82131545
24.16421613,101284.6808,1479753435,23.82951982
24.1766041,101284.966,1479753436,23.84214191
24.18527567,101285.9843,1479753437,23.85097738
24.20571582,101285.8457,1479753438,23.87180385
24.2150068,101282.2333,1479753439,23.88127043
24.22801417,101284.2974,1479753440,23.89452364
24.24102154,101282.9878,1479753441,23.90777685
24.25155132,101288.3319,1479753442,23.91850564
24.2627005,101285.0579,1479753444,23.92986554
24.27632727,101282.46,1479753445,23.94374986
24.28809586,101283.6644,1479753446,23.95574087
24.30234204,101282.5083,1479753447,23.9702563
24.31039423,101283.8021,1479753448,23.97846068
24.32897621,101284.0293,1479753449,23.99739386
24.34384179,101285.3581,1479753450,24.0125404
24.35127459,101284.1666,1479753451,24.02011368
24.36304318,101284.6651,1479753452,24.03210469
24.37419237,101282.3715,1479753454,24.04346461
24.38658037,101286.0302,1479753455,24.05608674
24.40144596,101284.6592,1479753456,24.07123329
24.42250556,101284.6111,1479753457,24.09269092
24.43365476,101284.6794,1479753458,24.10405084
24.44108757,101283.4875,1479753459,24.11162412
24.45595317,101282.4534,1479753460,24.12677069
24.47019938,101282.0018,1479753461,24.14128615
24.48134859,101287.8075,1479753463,24.15264608
24.50178881,101288.004,1479753464,24.17347262
24.50984102,101286.2291,1479753465,24.18167701
24.51913203,101284.3013,1479753466,24.19114362
24.54081106,101285.3573,1479753467,24.21323239
24.54948267,101287.0807,1479753468,24.22206789
24.5637289,101283.9282,1479753469,24.23658337
24.57549752,101285.776,1479753470,24.24857442
24.58045273,101283.1703,1479753472,24.25362328
24.60027357,101283.611,1479753473,24.27381874
24.6126616,101282.8505,1479753474,24.2864409
24.62504963,101284.1462,1479753475,24.29906306
24.64177347,101284.4006,1479753476,24.31610299
24.6516839,101282.5951,1479753477,24.32620072
24.66283313,101284.0128,1479753478,24.33756068
24.68141519,101285.9254,1479753479,24.35649393
24.68389279,101284.3,1479753481,24.35901837
24.69999725,101284.7993,1479753482,24.3754272
24.7161017,101281.9529,1479753483,24.39183603
24.72167632,101284.5033,1479753484,24.39751601
24.74521361,101283.1644,1479753485,24.42149815
24.7662733,101285.1393,1479753486,24.44295586
24.77370613,101286.9847,1479753487,24.45052918
24.79538523,101286.3504,1479753488,24.47261801
24.80963149,101288.2604,1479753489,24.48713353
24.82078074,101286.9762,1479753491,24.4984935
24.8313106,101286.275,1479753492,24.50922237
24.84617627,101284.9002,1479753493,24.524369
24.86351956,101287.6404,1479753494,24.54204008
24.86909419,101284.1121,1479753495,24.54772007
24.87652703,101283.2556,1479753496,24.55529339
24.89263152,101286.4865,1479753497,24.57170226
24.90192257,101287.258,1479753498,24.58116891
24.92236289,101289.4775,1479753500,24.60199555
24.93537037,101286.4739,1479753501,24.61524887
24.94342262,101287.0606,1479753502,24.62345331
24.96076593,101284.0584,1479753503,24.64112441
24.970057,101283.8164,1479753504,24.65059107
24.98430329,101285.7259,1479753505,24.66510662
24.99731078,101280.357,1479753506,24.67835995
25.00598244,101284.7516,1479753507,24.68719551
25.01589291,101284.2948,1479753509,24.69729329
25.02394517,101282.5166,1479753510,24.70549773
25.0412885,101283.905,1479753511,24.72316885
25.05739302,101285.7535,1479753512,24.73957774
25.0685423,101282.7784,1479753513,24.75093775
25.08526623,101285.7634,1479753514,24.76797777
25.09703493,101285.2453,1479753515,24.77996889
25.11190065,101283.8683,1479753516,24.79511557
25.13172162,101287.0078,1479753517,24.81531115
25.14596794,101286.8897,1479753519,24.82982673
25.15587843,101286.77,1479753520,24.83992453
25.16888594,101287.7878,1479753521,24.85317788
25.18251286,101284.8739,1479753522,24.86706236
25.19366217,101284.9388,1479753523,24.87842238
25.20295325,101288.1057,1479753524,24.88788907
25.21162493,101290.8116,1479753525,24.89672465
25.22525186,101289.249,1479753526,24.91060912
25.2394982,101286.0889,1479753528,24.92512472
25.25188632,101286.0003,1479753529,24.93774698
25.26303564,101286.4027,1479753530,24.94910701
25.27542376,101286.6827,1479753531,24.96172927
25.28719248,101285.4876,1479753532,24.97372042
25.30205824,101287.4886,1479753533,24.98886714
25.31568518,101287.615,1479753534,25.00275163
25.32435688,101282.5476,1479753535,25.01158722
25.3355062,101287.6814,1479753537,25.02294726
25.34727493,101282.1229,1479753538,25.03493842
25.3627601,101285.5679,1479753539,25.05071626
25.37824527,101285.2949,1479753540,25.06649411
25.38629757,101286.2186,1479753541,25.07469859
25.40054393,101288.8029,1479753542,25.08921421
25.41540971,101286.7473,1479753543,25.10436095
25.42903667,101285.859,1479753544,25.11824546
25.29462536,101261.9862,1479753546,24.98129378
25.45195475,101284.4193,1479753547,25.14159669
25.46372349,101283.223,1479753548,25.15358787
25.47301461,101284.6691,1479753549,25.16305459
25.48602217,101284.0261,1479753550,25.17630799
25.50212678,101286.5491,1479753551,25.19271698
25.51203731,101283.7233,1479753552,25.20281481
25.52256725,101282.0039,1479753553,25.21354377
25.53495541,101286.3088,1479753554,25.22616607
25.55106003,101284.8053,1479753556,25.24257506
25.55601529,101280.841,1479753557,25.24762398
25.57521696,101285.5773,1479753558,25.26718856
25.58203045,101281.8897,1479753559,25.27413082
25.59627685,101283.7974,1479753560,25.28864648
25.60618739,101281.9851,1479753561,25.29874433
25.61733675,101283.7386,1479753562,25.31010441
25.62724729,101283.2788,1479753563,25.32020226
25.64149369,101285.5245,1479753565,25.33471792
25.65821774,101280.0544,1479753566,25.35175805
25.6693671,101281.8078,1479753567,25.36311814
25.67865824,101281.9009,1479753568,25.37258488
25.6960017,101285.6532,1479753569,25.39025614
25.71024812,101284.1787,1479753570,25.40477181
25.72077808,101282.1197,1479753571,25.41550079
25.72944982,101282.7968,1479753572,25.42433642
25.73502451,101280.3068,1479753574,25.43001647
25.75050975,101280.7075,1479753575,25.44579438
25.77280851,101283.1994,1479753576,25.46851459
25.78024143,101281.6624,1479753577,25.47608799
25.78829376,101280.9248,1479753578,25.48429251
25.8031596,101283.2624,1479753579,25.49943932
25.81245075,101281.6638,1479753580,25.50890607
25.8211225,101279.6654,1479753581,25.51774171
25.83536894,101282.2489,1479753582,25.53225741
25.84713774,101283.4177,1479753584,25.54424864
25.85828713,101284.4943,1479753585,25.55560875
25.86448123,101282.4341,1479753586,25.56191993
25.87810827,101283.2031,1479753587,25.57580451
25.89049648,101282.1269,1479753588,25.58842687
25.90474293,101284.3719,1479753589,25.60294258
25.90907881,101283.6954,1479753590,25.6073604
25.9140341,101284.1259,1479753591,25.61240934
25.93199702,101284.2489,1479753593,25.63071176
25.94314642,101282.6187,1479753594,25.64207189
25.95119877,101284.9253,1479753595,25.65027643
25.95987053,101284.2485,1479753596,25.65911208
25.97163934,101284.7403,1479753597,25.67110333
25.98278875,101286.1549,1479753598,25.68246346
26.00075169,101284.2473,1479753599,25.70076589
26.00818463,101284.4008,1479753600,25.70833932
26.01252051,101285.7848,1479753602,25.71275715
26.01375933,101284.9543,1479753603,25.71401938
26.02738639,101283.3849,1479753604,25.72790399
26.04534934,101288.2442,1479753605,25.74620644
26.04163286,101284.2762,1479753606,25.74241973
26.04163286,101284.953,1479753607,25.74241973
26.05525993,101284.7061,1479753608,25.75630434
26.06455111,101286.8589,1479753609,25.76577113
26.07198406,101285.9971,1479753611,25.77334455
26.07384229,101287.3198,1479753612,25.77523791
26.07817818,101287.9963,1479753613,25.77965575
26.08003641,101287.5962,1479753614,25.7815491
26.08313348,101284.7043,1479753615,25.7847047
26.08499171,101286.7038,1479753616,25.78659806
26.08808877,101285.5038,1479753617,25.78975365
26.08870819,101285.2577,1479753618,25.79038477
26.08684995,101286.3037,1479753619,25.78849141
26.09056642,101284.5192,1479753621,25.79227813
26.09614113,101285.0725,1479753622,25.7979582
26.09552172,101289.3794,1479753623,25.79732708
26.10109643,101287.5332,1479753624,25.80300716
26.10047702,101283.7186,1479753625,25.80237604
26.10109643,101284.1492,1479753626,25.80300716
26.10481291,101285.4103,1479753627,25.80679387
26.10729056,101284.4564,1479753628,25.80931835
26.10667114,101287.0714,1479753630,25.80868723
26.10914879,101287.1019,1479753631,25.81121171
26.10233526,101283.3185,1479753632,25.80426939
26.10729056,101285.4716,1479753633,25.80931835
26.11162644,101281.072,1479753634,25.81373618
26.11100703,101285.0406,1479753635,25.81310506
26.12401469,101284.7011,1479753636,25.82635857
26.12339528,101285.2857,1479753637,25.82572745
26.14135825,101287.0992,1479753639,25.84402992
26.15312709,101285.5906,1479753640,25.85602119
26.16241828,101287.7125,1479753641,25.86548799
26.16427652,101286.3278,1479753642,25.86738135
26.17666478,101286.2343,1479753643,25.88000374
26.18471715,101287.1564,1479753644,25.8882083
26.18967245,101286.2636,1479753645,25.89325726
26.19896365,101286.0164,1479753646,25.90272406
26.2014413,101283.0315,1479753648,25.90524854
26.21382956,101286.3223,1479753649,25.91787094
26.22126252,101283.7675,1479753650,25.92544438
26.23984492,101288.0729,1479753651,25.94437799
26.22993431,101284.474,1479753652,25.93428007
26.24418082,101283.6721,1479753653,25.94879583
26.24975554,101287.5792,1479753654,25.95447592
26.25842733,101284.5624,1479753655,25.9633116
26.26957677,101284.9608,1479753656,25.97467177
26.28258446,101288.0053,1479753658,25.9879253
26.29001742,101284.4346,1479753659,25.99549875
26.29559215,101287.3571,1479753660,26.00117884
26.30364453,101285.2325,1479753661,26.00938341
26.31107749,101289.1088,1479753662,26.01695686
26.32098812,101284.9218,1479753663,26.02705479
26.33895112,101288.0886,1479753664,26.0453573
26.3420482,101289.2575,1479753665,26.04851291
26.35071999,101285.5321,1479753667,26.0573486
26.36806359,101287.2524,1479753668,26.07502
26.3767354,101286.9122,1479753669,26.08385569
26.3854072,101287.957,1479753670,26.09269139
26.39098193,101288.1406,1479753671,26.09837149
26.40027315,101289.6161,1479753672,26.10783831
26.40460905,101285.8911,1479753673,26.11225616
26.41390027,101287.3665,1479753674,26.12172298
26.42504973,101288.1029,1479753676,26.13308317
26.43557978,101292.1329,1479753677,26.14381224
26.44425159,101287.0523,1479753678,26.15264795
26.45602048,101289.9124,1479753679,26.16463926
26.46964761,101288.0009,1479753680,26.17852395
26.47646117,101283.3204,1479753681,26.18546629
26.48637182,101286.2423,1479753682,26.19556424
26.49814071,101286.3934,1479753683,26.20755557
26.50371545,101286.6076,1479753684,26.21323567
26.517962,101283.4025,1479753686,26.22775148
26.52539498,101284.6011,1479753687,26.23532495
26.53840271,101288.6615,1479753688,26.24857852
26.54955219,101286.011,1479753689,26.25993873
26.55450752,101283.4236,1479753690,26.26498771
26.57185116,101281.3869,1479753691,26.28265915
26.56875408,101279.5713,1479753692,26.27950353
26.58919481,101281.7514,1479753693,26.30033059
26.59415013,101278.4864,1479753695,26.30537957
26.60715787,101278.4826,1479753696,26.31863315
26.61892678,101284.0519,1479753697,26.33062449
26.63812868,101284.7235,1479753698,26.35018931
26.63812868,101281.6752,1479753699,26.35018931
26.6424646,101281.6739,1479753700,26.35460718
26.64865876,101282.9959,1479753701,26.36091841
26.66724125,101283.2056,1479753702,26.37985211
26.66476359,101283.1449,1479753704,26.37732762
26.66476359,101284.4997,1479753705,26.37732762
26.6765325,101283.6338,1479753706,26.38931897
26.69449559,101283.0737,1479753707,26.40762155
26.71431692,101282.4819,1479753708,26.42781751
26.72360818,101281.2162,1479753709,26.43728437
26.7353771,101284.7843,1479753710,26.44927573
26.74219069,101286.876,1479753711,26.45621809
26.75210136,101282.9923,1479753713,26.46631608
26.77192271,101283.0775,1479753714,26.48651205
26.78678873,101284.3964,1479753715,26.50165904
26.79731883,101283.3454,1479753716,26.51238815
26.80537126,101286.6378,1479753717,26.52059277
26.81775961,101284.1693,1479753718,26.53321526
26.83014796,101287.1521,1479753719,26.54583776
26.83881981,101282.0667,1479753720,26.55467351
26.85430526,101287.2351,1479753721,26.57045163
26.86173827,101286.3698,1479753723,26.57802513
26.88713441,101284.6038,1479753725,26.60390125
26.90076161,101281.6411,1479753726,26.61778601
26.9137694,101282.0053,1479753727,26.63103964
26.92244126,101282.6793,1479753728,26.6398754
26.93854614,101284.8903,1479753729,26.65628466
26.95155393,101282.8515,1479753731,26.6695383
26.96765881,101283.3681,1479753732,26.68594756
26.97942777,101286.9057,1479753733,26.69793895
26.99801034,101287.7908,1479753734,26.71687273
27.01163756,101285.8744,1479753735,26.7307575
27.0227871,101285.592,1479753736,26.74211778
27.03641432,101287.4034,1479753737,26.75600255
27.05066097,101285.2399,1479753738,26.77051846
27.06428819,101286.0345,1479753740,26.78440324
27.07915426,101284.3018,1479753741,26.79955028
27.09525917,101279.7027,1479753742,26.81595957
27.10888641,101282.1917,1479753743,26.82984436
27.11941654,101283.8503,1479753744,26.84057351
27.13180494,101283.7515,1479753745,26.85319605
27.13490204,101284.9209,1479753746,26.85635169
27.14729044,101286.2087,1479753747,26.86897423
27.16897015,101286.9062,1479753748,26.89106368
27.18693333,101283.63,1479753750,26.90936637
27.20179942,101284.2692,1479753751,26.92451343
27.19746348,101282.9155,1479753752,26.92009554
27.21666552,101281.1792,1479753753,26.9396605
27.22285972,101282.1619,1479753754,26.94597177
27.24144234,101281.3502,1479753755,26.9649056
27.25940555,101285.8708,1479753756,26.98320831
27.24453945,101281.8416,1479753757,26.96806124
27.24392003,101280.7017,1479753760,26.96743012
27.25073366,101283.8107,1479753761,26.97437252
27.25878613,101282.3576,1479753762,26.98257718
27.2668386,101284.3255,1479753763,26.99078185
27.26807744,101282.8145,1479753765,26.9920441
27.25940555,101282.4804,1479753766,26.98320831
27.26126381,101281.4007,1479753767,26.9851017
27.26002497,101284.2677,1479753768,26.98383944
27.25383076,101282.2679,1479753769,26.97752816
27.25940555,101284.1756,1479753770,26.98320831
27.26250265,101282.2937,1479753771,26.98636395
27.2699357,101282.7826,1479753772,26.99393749
27.27241339,101280.0997,1479753774,26.996462
27.27427165,101283.7973,1479753775,26.99835538
27.2817047,101282.2519,1479753776,27.00592892
27.28356297,101282.8673,1479753777,27.00782231
27.27922702,101282.5307,1479753778,27.00340441
27.28356297,101283.8844,1479753779,27.00782231
27.27427165,101282.102,1479753780,26.99835538
27.27241339,101282.8121,1479753781,26.996462
27.2786076,101282.4386,1479753783,27.00277328
27.29719023,101282.6436,1479753784,27.02170713
27.29719023,101286.0341,1479753785,27.02170713
27.29285428,101281.2899,1479753786,27.01728923
27.31515345,101284.1125,1479753787,27.04000985
27.31825055,101282.9086,1479753788,27.04316549
27.31825055,101284.6039,1479753790,27.04316549
27.32320592,101283.6763,1479753791,27.04821452
27.31886997,101285.0351,1479753792,27.04379662
27.31763113,101283.8336,1479753793,27.04253436
27.34302741,101276.6361,1479753794,27.06841063
27.35851295,101279.4009,1479753795,27.08418884
27.36904312,101282.0763,1479753796,27.09491803
27.37028196,101285.9906,1479753798,27.09618029
27.37647618,101283.2432,1479753799,27.10249158
27.39877536,101284.0309,1479753800,27.12521222
27.40744727,101284.7344,1479753801,27.13404802
27.42355224,101285.5567,1479753802,27.15045738
27.43965722,101285.3922,1479753803,27.16686674
27.44523202,101283.878,1479753804,27.1725469
27.46071758,101287.3211,1479753805,27.18832514
27.46009815,101284.8549,1479753807,27.18769401
27.47434487,101284.044,1479753808,27.20220999
27.4861139,101286.2254,1479753809,27.21420145
27.50283831,101282.7609,1479753810,27.23124195
27.51212965,101284.5738,1479753811,27.2407089
27.52327926,101284.2887,1479753812,27.25206924
27.5325706,101284.0358,1479753813,27.26153619
27.55796695,101281.5823,1479753814,27.28741252
27.57345252,101282.3422,1479753816,27.30319078
27.57407195,101283.452,1479753817,27.30382191
27.57902733,101280.8274,1479753818,27.30887095
27.61867043,101286.7201,1479753819,27.3492633
27.63229775,101283.7805,1479753820,27.36314818
27.63849198,101284.0844,1479753821,27.36945948
27.64778334,101283.831,1479753822,27.37892644
27.65149988,101284.4142,1479753823,27.38271323
27.66388836,101282.9863,1479753825,27.39533585
27.67256029,101284.337,1479753826,27.40417168
27.69176244,101284.2919,1479753827,27.42373675
27.71034516,101284.8331,1479753828,27.44267068
27.71468113,101282.1463,1479753829,27.4470886
27.73078616,101284.6633,1479753830,27.46349802
27.74874947,101283.7549,1479753831,27.48180084
27.76175739,101284.4542,1479753832,27.4950546
27.77848185,101285.7059,1479753833,27.51209516
27.78901207,101285.6668,1479753835,27.5228244
27.80201999,101287.0446,1479753836,27.53607817
27.81750562,101286.076,1479753837,27.55185647
27.82741642,101281.5332,1479753838,27.56195459
27.84599917,101283.4308,1479753839,27.58088855
27.86334308,101283.7867,1479753840,27.59856026
27.87201503,101282.7615,1479753841,27.60739612
27.88873952,101282.6859,1479753842,27.6244367
27.90546401,101284.2763,1479753844,27.64147728
27.94386841,101281.8369,1479753847,27.68060752
27.95439865,101282.4758,1479753848,27.69133678
27.98041454,101281.4658,1479753849,27.71784438
27.9959002,101281.8841,1479753850,27.73362271
28.00890815,101280.1755,1479753851,27.74687652
28.02811037,101283.522,1479753852,27.76644166
28.03987948,101283.3571,1479753853,27.7784332
28.05722343,101279.2679,1479753854,27.79610495
28.06961196,101277.1579,1479753855,27.80872763
28.08633649,101278.7781,1479753857,27.82576825
28.10801644,101282.5232,1479753858,27.84785795
28.11049414,101278.1384,1479753859,27.85038248
28.12040498,101280.7217,1479753860,27.86048063
